Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,
38,54,0,0,0,0,0,0, 
38,54,0,0,0,0,0,0, 
38,54,0,0,0,0,0,0, 
38,54,0,0,0,0,0,0, 
38,54,0,0,0,0,0,0, 
38,54,0,0,0,0,0,0, 
38,54,0,0,0,0,0,0, 
38,54,0,0,0,0,0,0, 
38,53,0,0,0,0,0,0, 
38,53,0,0,0,0,0,0, 
38,53,0,0,0,0,0,0, 
38,53,0,0,0,0,0,0, 
37,53,0,0,0,0,0,0, 
36,53,0,0,0,0,0,0, 
35,53,0,0,0,0,0,0, 
35,53,0,0,0,0,0,0, 
35,53,0,0,0,0,0,0, 
35,53,0,0,0,0,0,0, 
35,53,0,0,0,0,0,0, 
35,53,0,0,0,0,0,0, 
35,52,0,0,0,0,0,0, 
35,52,0,0,0,0,0,0, 
35,52,0,0,0,0,0,0, 
35,52,0,0,0,0,0,0, 
35,52,0,0,0,0,0,0, 
35,52,0,0,0,0,0,0, 
34,52,0,0,0,0,0,0, 
34,52,0,0,0,0,0,0, 
34,52,0,0,0,0,0,0, 
34,52,0,0,0,0,0,0, 
34,52,0,0,0,0,0,0, 
34,52,0,0,0,0,0,0, 
34,51,0,0,0,0,0,0, 
34,51,0,0,0,0,0,0, 
34,51,0,0,0,0,0,0, 
34,51,0,0,0,0,0,0, 
34,51,0,0,0,0,0,0, 
34,51,0,0,0,0,0,0, 
33,51,0,0,0,0,0,0, 
33,51,0,0,0,0,0,0, 
33,51,0,0,0,0,0,0, 
33,51,0,0,0,0,0,0, 
33,51,0,0,0,0,0,0, 
33,51,0,0,0,0,0,0, 
33,50,0,0,0,0,0,0, 
33,50,0,0,0,0,0,0, 
33,50,0,0,0,0,0,0, 
33,50,0,0,0,0,0,0, 
33,50,0,0,0,0,0,0, 
33,50,0,0,0,0,0,0, 
32,50,0,0,0,0,0,0, 
32,50,0,0,0,0,0,0, 
32,50,0,0,0,0,0,0, 
32,50,0,0,0,0,0,0, 
32,50,0,0,0,0,0,0, 
32,50,0,0,0,0,0,0, 
32,49,0,0,0,0,0,0, 
32,49,0,0,0,0,0,0, 
32,49,0,0,0,0,0,0, 
32,49,0,0,0,0,0,0, 
32,49,0,0,0,0,0,0, 
32,49,0,0,0,0,0,0, 
31,49,0,0,0,0,0,0, 
31,49,0,0,0,0,0,0, 
31,49,0,0,0,0,0,0, 
31,49,0,0,0,0,0,0, 
31,49,0,0,0,0,0,0, 
31,49,0,0,0,0,0,0, 
31,48,0,0,0,0,0,0, 
31,48,0,0,0,0,0,0, 
31,48,0,0,0,0,0,0, 
31,48,0,0,0,0,0,0, 
31,48,0,0,0,0,0,0, 
31,48,0,0,0,0,0,0, 
30,48,0,0,0,0,0,0, 
30,48,0,0,0,0,0,0, 
30,48,0,0,0,0,0,0, 
30,48,0,0,0,0,0,0, 
30,48,0,0,0,0,0,0, 
30,48,0,0,0,0,0,0, 
30,47,0,0,0,0,0,0, 
30,47,0,0,0,0,0,0, 
30,47,0,0,0,0,0,0, 
30,47,0,0,0,0,0,0, 
30,47,0,0,0,0,0,0, 
30,47,0,0,0,0,0,0, 
29,47,0,0,0,0,0,0, 
29,47,0,0,0,0,0,0, 
29,47,0,0,0,0,0,0, 
29,47,0,0,0,0,0,0, 
29,47,0,0,0,0,0,0, 
29,47,0,0,0,0,0,0, 
29,46,0,0,0,0,0,0, 
29,46,0,0,0,0,0,0, 
29,46,0,0,0,0,0,0, 
29,46,0,0,0,0,0,0, 
29,46,0,0,0,0,0,0, 
29,46,0,0,0,0,0,0, 
28,46,0,0,0,0,0,0, 
28,46,0,0,0,0,0,0, 
28,46,0,0,0,0,0,0, 
28,46,0,0,0,0,0,0, 
28,46,0,0,0,0,0,0, 
28,46,0,0,0,0,0,0, 
28,45,0,0,0,0,0,0, 
28,45,0,0,0,0,0,0, 
28,45,0,0,0,0,0,0, 
28,45,0,0,0,0,0,0, 
28,45,0,0,0,0,0,0, 
28,45,0,0,0,0,0,0, 
27,45,0,0,0,0,0,0, 
26,45,0,0,0,0,0,0, 
26,45,0,0,0,0,0,0, 
26,45,0,0,0,0,0,0, 
26,45,0,0,0,0,0,0, 
26,45,0,0,0,0,0,0, 
26,44,0,0,0,0,0,0, 
26,44,0,0,0,0,0,0, 
26,44,0,0,0,0,0,0, 
26,44,0,0,0,0,0,0, 
26,44,0,0,0,0,0,0, 
26,44,0,0,0,0,0,0, 
26,44,0,0,0,0,0,0, 
25,44,0,0,0,0,0,0, 
25,44,0,0,0,0,0,0, 
25,44,0,0,0,0,0,0, 
25,44,0,0,0,0,0,0, 
25,44,0,0,0,0,0,0, 
25,43,0,0,0,0,0,0, 
25,43,0,0,0,0,0,0, 
25,43,0,0,0,0,0,0, 
25,43,0,0,0,0,0,0, 
25,43,0,0,0,0,0,0, 
25,43,0,0,0,0,0,0, 
25,43,0,0,0,0,0,0, 
24,43,0,0,0,0,0,0, 
24,43,0,0,0,0,0,0, 
24,43,0,0,0,0,0,0, 
24,43,0,0,0,0,0,0, 
24,43,0,0,0,0,0,0, 
24,42,0,0,0,0,0,0, 
24,41,0,0,0,0,0,0, 
24,41,0,0,0,0,0,0, 
24,41,0,0,0,0,0,0, 
24,41,0,0,0,0,0,0, 
24,41,0,0,0,0,0,0, 
24,41,0,0,0,0,0,0, 
23,41,0,0,0,0,0,0, 
23,41,0,0,0,0,0,0, 
23,41,0,0,0,0,0,0, 
23,41,0,0,0,0,0,0, 
23,41,0,0,0,0,0,0, 
23,41,0,0,0,0,0,0, 
23,40,0,0,0,0,0,0, 
23,40,0,0,0,0,0,0, 
23,40,0,0,0,0,0,0, 
23,40,0,0,0,0,0,0, 
23,40,0,0,0,0,0,0, 
23,40,0,0,0,0,0,0, 
22,40,0,0,0,0,0,0, 
22,40,0,0,0,0,0,0, 
22,40,0,0,0,0,0,0, 
22,40,0,0,0,0,0,0, 
22,40,0,0,0,0,0,0, 
22,40,0,0,0,0,0,0, 
22,39,0,0,0,0,0,0, 
22,39,0,0,0,0,0,0, 
22,39,0,0,0,0,0,0, 
22,39,0,0,0,0,0,0, 
22,39,0,0,0,0,0,0, 
22,39,0,0,0,0,0,0, 
21,39,0,0,0,0,0,0, 
21,39,0,0,0,0,0,0, 
21,39,0,0,0,0,0,0, 
21,39,0,0,0,0,0,0, 
21,39,0,0,0,0,0,0, 
21,39,0,0,0,0,0,0, 
21,38,0,0,0,0,0,0, 
21,38,0,0,0,0,0,0, 
21,38,0,0,0,0,0,0, 
21,38,0,0,0,0,0,0, 
21,38,0,0,0,0,0,0, 
21,38,0,0,0,0,0,0, 
20,38,0,0,0,0,0,0, 
20,38,0,0,0,0,0,0, 
20,38,0,0,0,0,0,0, 
20,38,0,0,0,0,0,0, 
20,38,0,0,0,0,0,0, 
20,38,0,0,0,0,0,0, 
20,37,0,0,0,0,0,0, 
20,37,0,0,0,0,0,0, 
20,37,0,0,0,0,0,0, 
20,37,0,0,0,0,0,0, 
20,37,0,0,0,0,0,0, 
20,37,0,0,0,0,0,0, 
19,37,0,0,0,0,0,0, 
19,37,0,0,0,0,0,0, 
19,37,0,0,0,0,0,0, 
19,37,0,0,0,0,0,0, 
19,37,0,0,0,0,0,0, 
19,37,0,0,0,0,0,0, 
19,36,0,0,0,0,0,0, 
19,36,0,0,0,0,0,0, 
19,36,0,0,0,0,0,0, 
19,36,0,0,0,0,0,0, 
19,36,0,0,0,0,0,0, 
19,36,0,0,0,0,0,0, 
18,36,0,0,0,0,0,0, 
18,36,0,0,0,0,0,0, 
18,36,0,0,0,0,0,0, 
18,36,0,0,0,0,0,0, 
18,36,0,0,0,0,0,0, 
18,36,0,0,0,0,0,0, 
18,35,0,0,0,0,0,0, 
18,35,0,0,0,0,0,0, 
18,35,0,0,0,0,0,0, 
18,35,0,0,0,0,0,0, 
18,35,0,0,0,0,0,0, 
18,35,0,0,0,0,0,0, 
17,35,0,0,0,0,0,0, 
17,35,0,0,0,0,0,0, 
17,35,0,0,0,0,0,0, 
17,35,0,0,0,0,0,0, 
17,35,0,0,0,0,0,0, 
17,35,0,0,0,0,0,0, 
17,34,0,0,0,0,0,0, 
17,34,0,0,0,0,0,0, 
17,34,0,0,0,0,0,0, 
17,34,0,0,0,0,0,0, 
17,34,0,0,0,0,0,0, 
17,34,0,0,0,0,0,0, 
16,34,0,0,0,0,0,0, 
16,34,0,0,0,0,0,0, 
16,34,0,0,0,0,0,0, 
16,34,0,0,0,0,0,0, 
16,34,0,0,0,0,0,0, 
16,34,0,0,0,0,0,0, 
16,33,0,0,0,0,0,0, 
16,33,0,0,0,0,0,0, 
16,33,0,0,0,0,0,0, 
16,33,0,0,0,0,0,0, 
16,33,0,0,0,0,0,0, 
16,33,0,0,0,0,0,0, 
15,33,0,0,0,0,0,0, 
15,33,0,0,0,0,0,0, 
15,33,0,0,0,0,0,0, 
15,33,0,0,0,0,0,0, 
15,33,0,0,0,0,0,0, 
15,33,0,0,0,0,0,0, 
15,32,0,0,0,0,0,0, 
15,32,0,0,0,0,0,0, 
15,32,0,0,0,0,0,0, 
15,32,0,0,0,0,0,0, 
15,32,0,0,0,0,0,0, 
15,32,0,0,0,0,0,0, 
14,32,0,0,0,0,0,0, 
14,32,0,0,0,0,0,0, 
14,32,0,0,0,0,0,0, 
14,32,0,0,0,0,0,0, 
14,32,0,0,0,0,0,0, 
14,32,0,0,0,0,0,0, 
14,31,0,0,0,0,0,0, 
14,31,0,0,0,0,0,0, 
14,31,0,0,0,0,0,0, 
14,31,0,0,0,0,0,0, 
14,31,0,0,0,0,0,0, 
14,31,0,0,0,0,0,0, 
13,31,0,0,0,0,0,0, 
13,31,0,0,0,0,0,0, 
13,31,0,0,0,0,0,0, 
13,31,0,0,0,0,0,0, 
13,31,0,0,0,0,0,0, 
13,31,0,0,0,0,0,0, 
13,30,0,0,0,0,0,0, 
13,30,0,0,0,0,0,0, 
13,30,0,0,0,0,0,0, 
13,30,0,0,0,0,0,0, 
13,30,0,0,0,0,0,0, 
13,30,0,0,0,0,0,0, 
12,30,0,0,0,0,0,0, 
12,30,0,0,0,0,0,0, 
12,30,0,0,0,0,0,0, 
12,30,0,0,0,0,0,0, 
12,30,0,0,0,0,0,0, 
12,30,0,0,0,0,0,0, 
12,29,0,0,0,0,0,0, 
12,29,0,0,0,0,0,0, 
12,29,0,0,0,0,0,0, 
12,29,0,0,0,0,0,0, 
12,29,0,0,0,0,0,0, 
12,29,0,0,0,0,0,0, 
11,29,0,0,0,0,0,0, 
11,29,0,0,0,0,0,0, 
11,29,0,0,0,0,0,0, 
11,29,0,0,0,0,0,0, 
11,29,0,0,0,0,0,0, 
11,29,0,0,0,0,0,0, 
11,28,0,0,0,0,0,0, 
11,28,0,0,0,0,0,0, 
11,28,0,0,0,0,0,0, 
11,28,0,0,0,0,0,0, 
11,28,0,0,0,0,0,0, 
11,28,0,0,0,0,0,0, 
10,28,0,0,0,0,0,0, 
10,28,0,0,0,0,0,0, 
10,28,0,0,0,0,0,0, 
10,28,0,0,0,0,0,0, 
10,28,0,0,0,0,0,0, 
10,28,0,0,0,0,0,0, 
10,27,0,0,0,0,0,0, 
10,26,0,0,0,0,0,0, 
10,26,0,0,0,0,0,0, 
10,26,0,0,0,0,0,0, 
10,26,0,0,0,0,0,0, 
10,26,0,0,0,0,0,0, 
9,26,0,0,0,0,0,0, 
9,26,0,0,0,0,0,0, 
9,26,0,0,0,0,0,0, 
9,26,0,0,0,0,0,0, 
9,26,0,0,0,0,0,0, 
9,26,0,0,0,0,0,0, 
9,26,0,0,0,0,0,0, 
9,25,0,0,0,0,0,0, 
9,24,0,0,0,0,0,0, 
9,24,0,0,0,0,0,0, 
9,24,0,0,0,0,0,0, 
9,24,0,0,0,0,0,0, 
8,24,0,0,0,0,0,0, 
8,24,0,0,0,0,0,0, 
8,24,0,0,0,0,0,0, 
8,24,0,0,0,0,0,0, 
8,24,0,0,0,0,0,0, 
8,24,0,0,0,0,0,0, 
8,24,0,0,0,0,0,0, 
8,24,0,0,0,0,0,0, 
8,23,0,0,0,0,0,0, 
8,23,0,0,0,0,0,0, 
8,23,0,0,0,0,0,0, 
8,23,0,0,0,0,0,0, 
7,23,0,0,0,0,0,0, 
7,23,0,0,0,0,0,0, 
7,23,0,0,0,0,0,0, 
7,23,0,0,0,0,0,0, 
7,23,0,0,0,0,0,0, 
7,23,0,0,0,0,0,0, 
7,23,0,0,0,0,0,0, 
7,23,0,0,0,0,0,0, 
7,22,0,0,0,0,0,0, 
7,22,0,0,0,0,0,0, 
7,22,0,0,0,0,0,0, 
7,22,0,0,0,0,0,0, 
6,22,0,0,0,0,0,0, 
6,22,0,0,0,0,0,0, 
6,22,0,0,0,0,0,0, 
6,22,0,0,0,0,0,0, 
6,22,0,0,0,0,0,0, 
6,22,0,0,0,0,0,0, 
6,22,0,0,0,0,0,0, 
6,22,0,0,0,0,0,0, 
6,21,0,0,0,0,0,0, 
6,20,0,0,0,0,0,0, 
6,20,0,0,0,0,0,0, 
6,20,0,0,0,0,0,0, 
5,20,0,0,0,0,0,0, 
5,20,0,0,0,0,0,0, 
5,20,0,0,0,0,0,0, 
5,20,0,0,0,0,0,0, 
5,20,0,0,0,0,0,0, 
5,20,0,0,0,0,0,0, 
5,20,0,0,0,0,0,0, 
5,20,0,0,0,0,0,0, 
5,20,0,0,0,0,0,0, 
5,19,0,0,0,0,0,0, 
5,19,0,0,0,0,0,0, 
5,19,0,0,0,0,0,0, 
4,19,0,0,0,0,0,0, 
4,19,0,0,0,0,0,0, 
4,19,0,0,0,0,0,0, 
4,19,0,0,0,0,0,0, 
4,19,0,0,0,0,0,0, 
4,19,0,0,0,0,0,0, 
4,19,0,0,0,0,0,0, 
4,19,0,0,0,0,0,0, 
4,19,0,0,0,0,0,0, 
4,18,0,0,0,0,0,0, 
4,18,0,0,0,0,0,0, 
4,18,0,0,0,0,0,0, 
3,18,0,0,0,0,0,0, 
3,18,0,0,0,0,0,0, 
3,18,0,0,0,0,0,0, 
3,18,0,0,0,0,0,0, 
3,18,0,0,0,0,0,0, 
3,18,0,0,0,0,0,0, 
3,18,0,0,0,0,0,0, 
3,18,0,0,0,0,0,0, 
3,18,0,0,0,0,0,0, 
3,17,0,0,0,0,0,0, 
3,17,0,0,0,0,0,0, 
3,17,0,0,0,0,0,0, 
2,17,0,0,0,0,0,0, 
2,17,0,0,0,0,0,0, 
2,17,0,0,0,0,0,0, 
2,17,0,0,0,0,0,0, 
2,17,0,0,0,0,0,0, 
2,17,0,0,0,0,0,0, 
2,17,0,0,0,0,0,0, 
2,17,0,0,0,0,0,0, 
2,17,0,0,0,0,0,0, 
2,16,0,0,0,0,0,0, 
2,16,0,0,0,0,0,0, 
2,16,0,0,0,0,0,0, 
1,16,0,0,0,0,0,0, 
1,16,0,0,0,0,0,0, 
1,16,0,0,0,0,0,0, 
1,16,0,0,0,0,0,0, 
1,16,0,0,0,0,0,0, 
1,16,0,0,0,0,0,0, 
1,16,0,0,0,0,0,0, 
1,16,0,0,0,0,0,0, 
1,16,0,0,0,0,0,0, 
1,15,0,0,0,0,0,0, 
1,15,0,0,0,0,0,0, 
1,15,0,0,0,0,0,0, 
0,15,0,0,0,0,0,0, 
0,15,0,0,0,0,0,0, 
0,15,0,0,0,0,0,0, 
0,15,0,0,0,0,0,0, 
0,15,0,0,0,0,0,0, 
0,15,0,0,0,0,0,0, 
0,15,0,0,0,0,0,0, 
0,15,0,0,0,0,0,0, 
0,15,0,0,0,0,0,0, 
0,14,0,0,0,0,0,0, 
0,13,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,12,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,11,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,10,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,9,0,0,0,0,0,0, 
0,8,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,7,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,6,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,5,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,4,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,3,0,0,0,0,0,0, 
0,2,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0, 
